tbl_sentiment_analysis_title,tbl_sentiment_analysis_description,tbl_sentiment_analysis_category,tbl_sentiment_analysis_url,tbl_sentiment_analysis_image,tbl_sentiment_analysis_provider,tbl_sentiment_analysis_datePublished,tbl_sentiment_analysis_sentiment
The 10 Biggest AWS News Stories Of 2024 (So Far),"AWS’ most significant news stories in 2024 included a new CEO, Adam Selipsky leaving, AWS layoffs, new AI and GenAI products, VMware and cloud computing market share.",ScienceAndTechnology,https://www.crn.com/news/cloud/2024/the-10-biggest-aws-news-stories-of-2024-so-far,https://www.bing.com/th?id=OVFT.fh-VTakfZWDAAYoHJTu7yi&pid=News,CRN,15 July 2024,neutral
The latest on the 2024 campaign,President Joe Biden is vowing to continue his reelection campaign as questions swirl around his candidacy. Follow for live news updates.,Politics,https://www.cnn.com/politics/live-news/election-biden-trump-07-13-24/index.html,https://www.bing.com/th?id=OVFT.l6NH-FTJUF-rJ2rY5TKfEC&pid=News,CNN,13 July 2024,neutral
The Latest: Trump is expected to announce his VP pick as RNC begins,"The Associated Press The Republican National Convention kicks off this week, with delegates and officials descending on Wisconsin amid the tumult that follows a Saturday assassination attempt on",Politics,https://www.msn.com/en-us/news/politics/the-latest-rnc-set-to-begin-in-the-aftermath-of-trump-assassination-attempt/ar-BB1q0H5G,https://www.bing.com/th?id=OVFT.x3I-OwCnnQur5jCmpvFK2i&pid=News,The Associated Press on MSN.com,15 July 2024,negative
The New Calculus for Democrats and Donors: Is Trump Unbeatable?,"The shooting of Donald Trump has galvanized his campaign, prompted Elon Musk to endorse him and forced Democrats to rethink plans to oust President Biden.",Business,https://www.nytimes.com/2024/07/15/business/dealbook/trump-assassination-election-democrats.html,https://www.bing.com/th?id=OVFT.oYYbdWq5RrFo0teWsR6mXy&pid=News,The New York Times,15 July 2024,neutral
The New York Liberty snapped Angel Reese's double-double streak by quadruple-teaming her,"At that point, the only real thing at stake was extending rookie Angel Reese’s record of consecutive games with a double-double. With less than 20 seconds to play, Reese had eight points and 16 rebounds, needing just one made basket to reach double figures in scoring and keep her streak alive.",Sports,https://www.msn.com/en-us/health/fitness/the-new-york-liberty-snapped-angel-reeses-double-double-streak-by-quadruple-teaming-her/ar-BB1pVvVi,https://www.bing.com/th?id=OVFT.kO31klTxpN4TrWwX-C_aky&pid=News,USA Today on MSN.com,13 July 2024,neutral
The Republican National Convention Begins With a New ‘Unity’ Message,"Nikki Haley has been invited to speak at the Republican National Convention this week, NBC News and other outlets reported over the weekend. As of last week, Haley had not received an invitation to speak at the convention despite releasing her delegates and asking them to vote for former President Donald Trump.",Politics,https://www.yahoo.com/news/republican-national-convention-begins-unity-171852190.html,https://www.bing.com/th?id=OVFT.9Ij8LLQtho1R06b6rYhPJC&pid=News,Yahoo,15 July 2024,neutral
Three cricket clubs join forces to launch girls’ team,A NEW girls’ cricket team has been formed at Wargrave Cricket Club. The club has joined forces with Sonning and Reading Cricket Clubs to form a new team in a bid to improve girls’ participation in the sport.,Sports,https://www.henleystandard.co.uk/news/events/190728/three-cricket-clubs-join-forces-to-launch-girls-team.html,https://www.bing.com/th?id=OVFT.wrv861G4X0hYSIvTsj-VsS&pid=News,Henley Standard,15 July 2024,neutral
"Transfer news LIVE as Celtic and Rangers plus Hearts, Hibs and Aberdeen FC eye signings",The noise from Celtic has been their window is likely to click into gear after players return from the summer tournaments so fans will be accepting no excuses now. Paulo Bernardo and Adam Idah are in talks over returns while Kasper Schmeichel is set to be their next No.1.,Sports,https://www.dailyrecord.co.uk/sport/football/football-transfer-news/transfer-news-live-celtic-rangers-33244212,https://www.bing.com/th?id=OVFT.P8cwMTTzJlbULVgX1hRXhC&pid=News,Daily Record,15 July 2024,negative
Transfer news LIVE! Arsenal seal Calafiori deal; Chelsea in Watkins bid; Man Utd and Spurs want Toney; latest,"Talking of strikers, Chelsea are reportedly weighing up an audacious move for Ollie Watkins. The Aston Villa talisman has jumped to the head of the queue of possible new forwards, and the Blues hope to bring his price down by offering Conor Gallagher in part exchange. Aaron Anselmino and Caleb Wiley are in talks to join.",Sports,https://www.standard.co.uk/sport/football/transfer-news-live-arsenal-fc-chelsea-man-utd-tottenham-calafiori-watkins-toney-b1169278.html,https://www.bing.com/th?id=OVFT.LDzfyrfpHZW4hMZNtJsIWC&pid=News,London Evening Standard,15 July 2024,neutral
"Transfer news, rumors, latest updates 2024: Ivan Toney eyeing Man United move and Villa Nearing Onana signing",The Sporting News has all the latest updates and rumors surrounding players eyeing up a move in the 2024 summer transfer window.,Sports,https://www.msn.com/en-in/sports/other/transfer-news-rumors-latest-updates-2024-ivan-toney-eyeing-man-united-move-and-villa-nearing-onana-signing/ar-BB1nGmgk,https://www.bing.com/th?id=OVFT.exu4-ee0fxHe4YjDJKE3KS&pid=News,Sporting News on MSN.com,13 July 2024,neutral
"Transfer news, rumors, latest updates 2024: Man Utd complete Zirkzee deal as Onana nears £50m Aston Villa move",The Sporting News has all the latest updates and rumors surrounding players eyeing up a move in the 2024 summer transfer window.,Sports,https://www.msn.com/en-ca/sports/other/transfer-news-rumors-latest-updates-2024-man-utd-complete-zirkzee-deal-as-onana-nears-50m-aston-villa-move/ar-BB1nGmgk,https://www.bing.com/th?id=OVFT.exu4-ee0fxHe4YjDJKE3KS&pid=News,Sporting News on MSN.com,14 July 2024,neutral
"Trinidad T10 Blast 2024 - Match 19, SP vs SK and Match 20, PB vs SIS - Cricket Betting Tips and Match Predictions: July 15","Here are the Fantasy Cricket Predictions and Betting Tips for the Trinidad T10 Blast, Match 19- Steelpan Players vs Soca King and Match 20- Scarlet Ibis Scorchers vs Parakeet Buccaneers, which will be played on the 15th of July at the Queens Park Oval,",Sports,https://www.cricketworld.com/trinidad-t10-blast-2024-match-19-sp-vs-sk-and-match-20-pb-vs-sis-cricket-betting-tips-and-match-predictions-july-15/95700.htm,https://www.bing.com/th?id=OVFT.AP7lPLslFnB08fJxCIG8sS&pid=News,Cricket World,15 July 2024,neutral
Trump attack: Why SPG's role protecting India's PMs deserves a praise,The SPG’s unwavering dedication to safeguarding the prime minister against a spectrum of ever-evolving threats is indispensable in India’s security framework,World,https://www.firstpost.com/india/trump-attack-why-spgs-role-protecting-indias-pms-deserves-a-praise-13793137.html,https://www.bing.com/th?id=OVFT.W1ht0gseGTPahMiSbugFTC&pid=News,Firstpost,15 July 2024,neutral
Trump campaign sues Michigan Gov. Whitmer over new voter registration sites,The Trump campaign and the Republican National Committee sued Michigan Gov. Gretchen Whitmer and others Monday for allowing federal Veterans Affairs and Small Business Administration sites to be used for voter registration efforts. In papers filed in ...,Politics,https://www.yahoo.com/news/trump-campaign-sues-michigan-gov-222455700.html,https://www.bing.com/th?id=OVFT.egCQvAhUDQTsDf5UU0gIKC&pid=News,Yahoo,15 July 2024,neutral
Trump latest: Ex-president expected to reveal running mate and address shooting - after calling on Secret Service to protect JFK's nephew,"The Secret Service has denied claims it diverted security resources from Donald Trump's rally in Pennsylvania on Saturday toward a Jill Biden speech. Elsewhere, Mr Trump has promised to use a speech at the Republican National Convention to ""bring the country together"".",Politics,https://news.sky.com/story/trump-shooting-assassination-attempt-biden-latest-live-sky-news-blog-13177655?postid=7974852,https://www.bing.com/th?id=OVFT.tRlRTi1cDMLeJUMHlmql-S&pid=News,Sky,15 July 2024,neutral
"Trump maintains edge over Biden in battleground states on eve of GOP convention, CBS News poll finds","Nationally, about half of Democrats continue to say Biden should step aside as nominee in the wake of his poor debate performance against Trump in June.",Politics,https://www.msn.com/en-us/news/politics/poll-trump-maintains-edge-over-biden-in-battlegrounds-on-eve-of-gop-convention/ar-BB1pXF2W,https://www.bing.com/th?id=OVFT.bBjY46FnLslchcHOrbgjbi&pid=News,CBS News on MSN.com,14 July 2024,negative
Trump shooting latest: Ex-president says he is ‘supposed to be dead’ as he calls assassination attempt ‘surreal’,"The FBI has identified 20-year-old Thomas Matthew Crooks as the “subject involved” in the shooting during Donald Trump ’s rally in Pennsylvania on Saturday. The former president was shot in the ear but said he was “fine” despite the injury. The shooting is being investigated as an assassination attempt, the FBI stated.",World,https://www.msn.com/en-us/money/careersandeducation/trump-shooting-live-updates-ex-president-calls-on-america-to-stand-united-after-assassination-attempt/ar-BB1pckYd,https://www.bing.com/th?id=OVFT.R8gvG6uitrAjbtUcn_qdmy&pid=News,The Independent on MSN.com,15 July 2024,neutral
Trump shooting latest: Secret Service denies diverting resources to Jill Biden speech - as Trump gives first interview,"The Secret Service has denied claims it diverted security resources from Donald Trump's rally in Pennsylvania on Saturday toward a Jill Biden speech. Elsewhere, Mr Trump has promised to use a speech at the Republican National Convention to ""bring the country together"".",Politics,https://news.sky.com/story/trump-shooting-assassination-attempt-biden-latest-live-sky-news-blog-13177655?postid=7974564,https://www.bing.com/th?id=OVFT.MaSM0GNKitUcRCdhdGXL6C&pid=News,Sky,15 July 2024,neutral
Trump's assassination attempt ignites new divisions and conspiracy theories,And in this wildly polarised environment that might have put America on a truly tragic path. Want an expert briefing on US politics and the presidential race? Listen to our latest podcast Talking Politics USA.,Politics,https://www.itv.com/news/2024-07-14/trumps-assassination-attempt-ignites-new-divisions-and-conspiracy-theories,https://www.bing.com/th?id=OVFT.KA7Hwtuy4EAEF0KPtHrfyi&pid=News,ITV,14 July 2024,negative
Under-fire ABC News host George Stephanopoulos suggests Trump is to blame for 'violent rhetoric' after assassination attempt,During Sunday's episode of ABC's This Week Stephanopoulos blamed Trump's own 'violent rhetoric' for the attempt on his life.,World,https://www.dailymail.co.uk/news/article-13637097/george-stephanopoulos-abc-news-trump-assassination-attempt.html,https://www.bing.com/th?id=OVFT.2SnF-nwzVBKohVbc1LTcXC&pid=News,Daily Mail,15 July 2024,negative
USD/INR recovers ahead of Indian WPI Inflation data,Traders await India’s Wholesale Price Index (WPI) Inflation data on Monday for fresh impetus.,Business,https://www.fxstreet.com/news/usd-inr-grinds-flat-ahead-of-indian-wpi-inflation-data-202407150232,https://www.bing.com/th?id=OVFT.FF16c4Cp4GNeBuO_cNu3IC&pid=News,FXStreet,15 July 2024,neutral
UWE Bristol’s Graduation ceremonies get underway at new venue,"UWE Bristol's Graduation ceremonies have started today (Monday 15 July) and nearly 6,000 graduates will cross the stage at the Bristol Beacon over the next fortnight.",Politics,https://www.uwe.ac.uk/news/graduation-2024,https://www.bing.com/th?id=OVFT.8B825mflsOKQ4lqumLGnIS&pid=News,University of the West of England%2c Bristol,15 July 2024,neutral
Victim and hero: Donald Trump’s shooting seals his political edge for 2024,"The image allows Trump to position himself as both the hero and the victim, and is already charging up his base. It allows his supporters to neutralise the Democratic narrative that has painted Trump as the source,",Politics,https://www.msn.com/en-in/news/world/victim-and-hero-donald-trump-s-shooting-seals-his-political-edge-for-2024/ar-BB1pXEKL,https://www.bing.com/th?id=OVFT.VpNhZrBMbZRjZSC38KR0pC&pid=News,Hindustan Times on MSN.com,15 July 2024,negative
Viral ‘Spirit of Cricket’ Moment from India-Pakistan Legends Clash,"In a fiercely contested game that came down to the wire, the Yuvraj Singh-led squad proved their superiority in the battle and won the coveted championship.",Sports,https://www.cricketcountry.com/news/viral-spirit-of-cricket-moment-from-india-pakistan-legends-clash-1167708/,https://www.bing.com/th?id=OVFT.4nUG7XPdEC6Q2jruxROuji&pid=News,Cricket Country,15 July 2024,neutral
WATCH: Jonathan Bennett to star in new rom-com trilogy and a Christmas competition series,Jonathan Bennett is booked & busy! Watch the trailers to his new projects... 'The Groomsmen' will premiere in the fall.,Entertainment,https://www.msn.com/en-us/tv/news/watch-jonathan-bennett-to-star-in-new-rom-com-trilogy-and-a-christmas-competition-series/ar-BB1pYiGl,https://www.bing.com/th?id=OVFT.GXGq9qBX8mQEjQ7177typi&pid=News,Queerty on MSN.com,14 July 2024,neutral
Watch: 'Spirit Of Cricket Moment' In India vs Pakistan Legends Match Sets Social Media Ablaze,A 'spirit of cricket moment' between Robin Uthappa and Misbah-ul-Haq in India vs Pakistan World Championship of Legends match has impressed fans on social media.,Sports,https://sports.ndtv.com/cricket/spirit-of-cricket-moment-in-india-vs-pakistan-legends-match-sets-social-media-ablaze-6101621,https://www.bing.com/th?id=OVFT.rHyNYbITiEV-4tk1aer3_y&pid=News,NDTV,15 July 2024,positive
What happened to Morning Joe? Why the news show isn’t on today,"Joe Scarborough, a former Republican congressman, hosts “Morning Joe” weekdays from 6 to 10 p.m. The show typically features guests from the news and political realm discussing latest issues. “Morning Joe” was kept off the air Monday partly over ...",Politics,https://www.usatoday.com/story/news/2024/07/15/where-is-morning-joe-msnbc-joe-scarborough-not-on-air/74405887007/,https://www.bing.com/th?id=OVFT.jRGDLSKVOabg4R-Ihl75RS&pid=News,USA Today,15 July 2024,neutral
What happened to Morning Joe? Why the news show isn’t on today,"The show typically features guests from the news and political realm discussing latest issues. “Morning Joe” was kept off the air Monday partly over concerns a guest might make an impertinent statement, CNN is reporting.",Politics,https://www.usatoday.com/story/news/2024/07/15/where-is-morning-joe-msnbc-joe-scarborough-not-on-air/74405726007/,https://www.bing.com/th?id=OVFT.jRGDLSKVOabg4R-Ihl75RS&pid=News,USA Today,15 July 2024,neutral
"Where to watch 2024 MLB Home Run Derby: TV channel, time, live stream online, odds, new format explained","This year's addition brings about a new round of format tweaks. Gone are head-to-head match-ups in the first round. Instead, all eight participants will compete against each other in the first round, and four will advance. Here's how the new format works: ...",Sports,https://www.cbssports.com/mlb/news/where-to-watch-2024-mlb-home-run-derby-tv-channel-time-live-stream-online-odds-new-format-explained/,https://www.bing.com/th?id=OVFT.LbeqfcNrELWd42colj8L6S&pid=News,CBSSports.com,16 July 2024,neutral
"Why is Argentina vs. Colombia delayed? Copa America final odds, new start time, live stream","Our crew brings you all the news, views, highlights and laughs you need to follow the Beautiful Game in every corner of the globe, every Monday-Friday all year long.",Sports,https://www.cbssports.com/soccer/news/copa-america-2024-argentina-vs-colombia-live-stream-starting-lineups-prediction-tv-channel-odds/,https://www.bing.com/th?id=OVFT.XbDT8S96ombrEWwwdtdnTS&pid=News,CBSSports.com,14 July 2024,positive
"Wimbledon 2024 live updates: Barbora Krejcikova beats Jasmine Paolini in women's final, doubles latest","Follow live coverage as Barbora Krejcikova defeats Jasmine Paolini in Ladies' singles final; Taylor Townsend, Henry Patten in doubles finals action",Sports,https://www.nytimes.com/athletic/live-blogs/wimbledon-2024-live-updates-krejcikova-paolini-womens-final-result/wBtb35RgvV21/,https://www.bing.com/th?id=OVFT.vC46Ghu1pg1VQHmNFAVFPS&pid=News,The New York Times,13 July 2024,neutral
Wimbledon 2024 LIVE! Alcaraz vs Djokovic latest score and updates from men's final,"Reigning champion Carlos Alcaraz faces off against Novak Djokovic, the seven-time king of Centre Court, in what promises to be a thrilling repeat of last year’s showpiece in SW19. The greatest tennis tournament in the world signs off for another year this afternoon with arguably the two best players on the planet doing battle.",Sports,https://www.msn.com/en-us/sports/tennis/wimbledon-2024-live-alcaraz-vs-djokovic-latest-score-and-updates-from-mens-final/ar-BB1pXlid,https://www.bing.com/th?id=OVFT.UrvkMrE9HGR4Mnu1hSeeQS&pid=News,Evening Standard on MSN.com,14 July 2024,positive
Wimbledon 2024 LIVE! Krejcikova vs Paolini latest score and updates from women's final,"The women’s singles final takes centre stage at Wimbledon today as Barbora Krejcikova takes on Jasmine Paolini. It is a battle between the Czech former French Open champion and in-form Italian seventh seed, who has now reached back-to-back Grand Slam finals after producing another brilliant run at Roland Garros last month.",Sports,https://www.standard.co.uk/sport/tennis/wimbledon-2024-live-krejcikova-vs-paolini-latest-score-updates-womens-final-b1170512.html,https://www.bing.com/th?id=OVFT.VvjvMPjDPeVaC_dgLvKVWC&pid=News,London Evening Standard,13 July 2024,positive
WWE Rumors: Natalya Agrees to New Contract Ahead of SummerSlam 2024,"Despite the reported recent expiration of her contract, veteran Superstar Natalya is reportedly staying in WWE. According to PWInsider.com",Sports,https://bleacherreport.com/articles/10128160-wwe-rumors-natalya-agrees-to-new-contract-ahead-of-summerslam-2024,https://www.bing.com/th?id=OVFT.EI-Ef5PGYZ1s-u01GWfMMS&pid=News,Bleacher Report,13 July 2024,neutral
YouTube Music's latest features include 'hum to search' and AI-generated conversational radio,YouTube Music unveils new features like a ‘hum to search’ tool and AI-generated conversational radio. That last one is still in beta and only available to select users.,ScienceAndTechnology,https://www.msn.com/en-us/news/technology/youtube-music-s-latest-features-include-hum-to-search-and-ai-generated-conversational-radio/ar-BB1q1IIs,https://www.bing.com/th?id=OVFT.bjR7YitvJvtXQxcx826hzy&pid=News,Engadget on MSN.com,15 July 2024,neutral

